title,url,date,hood,description,address,compensation
Vehicle Operator at Toyota,https://sfbay.craigslist.org/sby/sof/d/vehicle-operator-at-toyota/6675825117.html,1534729500000, (los gatos),"
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/8b0b26e3/apply


HireArt is looking to hire a Vehicle Operator to work at Toyota Research Institute's (TRI) Los Altos location on a contract basis. We're seeking motivated individuals with a passion for technology to join the Driving Operations Team. You'll be responsible for TRI's autonomous vehicle platforms on various public and private roads obtaining data and fixing technical issues. As a specialist within Driving Operations, you're a valuable contributor, providing necessary feedback to our engineering team aimed at improving groundbreaking automated driving technology.Toyota Research Institute (TRI) is working to build a future where everyone has the freedom to move, engage, and explore with a focus on reducing vehicle collisions, injuries, and fatalities. Join TRI's mission to improve the quality of human life through advances in artificial intelligence, automated driving, robotics and materials science. TRI is dedicated to building a world of ""mobility for all"" where everyone, regardless of age or ability, can live in harmony with technology to enjoy a better life. Through innovations in AI, TRI aims to: 1) Develop vehicles incapable of causing a crash, regardless of the actions of the driver. 2) Develop technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility. 3) Bring advanced mobility technology to market faster. 4) Discover new materials that will make drive batteries and hydrogen fuel cells smaller, lighter, less expensive and more powerful.As a subsidiary of Toyota, TRI is fueled by a diverse and inclusive community of people who carry invaluable leadership, experience, and ideas from industry-leading companies. Over half of the technical team carries PhD degrees, and TRI is continually searching for the world's best talent ‒ people who are ready to define the new world of mobility!TRI strives  to build a company that helps people thrive, achieve work life balance, and bring their best selves to work. You will have the opportunity to enjoy the best of both worlds ‒ a fun start up environment with brilliant people who enjoy solving tough problems and the financial backing to successfully achieve our goals. If you're passionate about working with smart people to make cars safer, enable the elderly to age in place, or design alternative fuel sources, TRI is the place for you. Job Responsibilities:
Maintain Toyota's high standard of safety, inside and outside of the vehicles.
Consistently demonstrate situational awareness, an understanding of the technology in your care, and a willingness to constantly adjust to changes in the environment. 
Conduct a variety of critical data collection for engineering teams using complex proprietary software and hardware, and communicate through multiple channels. 
Be an ambassador for the technology by communicating expertly and courteously at all times with management, engineers, and members of the public. 
Travel outside of the primary location of hire, with occasional extended travel periods of time, as the project demands change. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/8b0b26e3/apply


Requirements

Bachelor's degree or equivalent experience
Valid US driver's license, a clean driving record, and 7+ years of driving experience  
Able to demonstrate safe driving in all weather conditions, including snow
Excellent verbal and written communication skills
Ability to learn quickly and implement new concepts
Proficient computer skills, including basic troubleshooting with the ability to utilize proprietary tools
Working Conditions: Due to the nature of the position and daily inspections of the vehicle, this job often requires physical work including, but not limited to,  bending, stooping, and various operational tasks that may require lifting up to 50 lbs.  Additionally, the Vehicle Operations Specialist should expect to spend approximately four to six hours inside the vehicle on a daily basis.Commitment: This is a full-time (40 hours per week with possible overtime), ongoing, long-term contract position staffed via HireArt and based in Los Altos, CA. Compensation is hourly and paid training is provided. An offer of employment is contingent upon successful completion of the initial training. Occasional extended travel time may be required.  HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/8b0b26e3/apply



This job post is run by HireArt.com.

    ",,Competitive
Data Analyst with Strong SQL Skills,https://sfbay.craigslist.org/sby/sof/d/data-analyst-with-strong-sql/6675818830.html,1534729080000, (mountain view),"
        
What are we looking for?

We are looking for a technically savvy database-oriented Analyst or Data-Engineer with good people skills and the ability to pick up new business concepts and technologies.

The ideal candidate will possess:
• A strong to very strong working knowledge of SQL.
• An ability to write and troubleshoot complex SQL procedures.
• The desire to understand business events through data.
• An understanding of Data Warehousing and ETL techniques.
• High level understanding in at least one scripting language such as Ruby, Shell, Python.
• An intetest in learning large data set processing with MapReduce/Hadoop/Pig/etc.
• Linux skills are a plus.
• Good client relations skills strongly preferred.

Who are we?

Raybeam, Inc. is a software engineering and consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past fifteen years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, Disney, One Kings Lane, Beachbody and Hilton Worldwide.

What do we do?

We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses, to web applications to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.

What do you get from working for Raybeam?

• A fun, supportive work environment that promotes camaraderie and growth.
• The chance to travel and network with important figures in the industry.
• The chance to have input into business decisions of our clients.
• The opportunity to learn technologies that you've always wanted but never had the chance.

If you are interested in applying for the position please click on the link below to take a short quiz.

http://careerseval.raybeam.com/sign_in

Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates. Recent grads are encouraged to apply, and an MBA is desirable. This is a full time contract role. Thank You.    ",357 Castro Street,Competitive
SaaS startup - Jr Technical Implementation (Cloud-Based Integrations),https://sfbay.craigslist.org/eby/sof/d/saas-startup-jr-technical/6675682744.html,1534696080000, (oakland east),"
        
NOTE: Visa Sponsorship - we do not offer any visa sponsorship at this time. Must be US Citizen OR a Green Card holder to apply.

WHY JOIN US?
Looking to change / advance / or to start your career in this hot SaaS / iPaaS space? This is the right time. We'll make you an expert in NetSuite+Oracle, and API technology that integrates various systems.

ABOUT THE COMPANY AND THE INDUSTRY
Nova Module is a startup operating in the SaaS / iPaaS space. We build and also implement cloud-based integration products. We partnered with an established venture-backed Silicon Valley iPaaS company and started building our team along with building our SaaS products. Therefore, we are looking for an implementation consultant (or specialist) who will help us implement our products for our clients. We continue building new integration products.

ESSENTIAL JOB FUNCTIONS
- own implementations, be(come) THE expert
- make clients LOVE you
- contribute to product development
- constantly learn new systems and products
- upsell and cross sell


RESPONSIBILITIES
- implement our products
(implementation consists of installing, configuring, testing and helping clients test the product in sandbox and production environments, and going live with the product)
- resolve implementation issues and ensuring a smooth golive
- support and enhance existing interfaces
- respond to customer requests for ad-hoc issue analysis
- identify and action opportunities for process improvements
- collaborate effectively internally, externally (partner companies, clients, 3rd parties, etc)
- attend staff meetings, trainings, and other meetings as required/requested
- responsible to complete additional job duties as assigned by your manager
- attaining and achieving position competencies in relation to role responsibilities

Below relates to your contributions to product development:
- ability to do research
- play an active role in contributing to a design of our products, documenting interfaces during product build cycles
- upon familiarity with the products and with the integration platform build integrations on your own using www.integrator.io (integration tool)

WHAT WILL WE TEACH YOU
- how to implement SaaS products
- how to be an integral part of product development
- agile product development
- write code if you have a neck for it
- how to operate in a startup environment


MINIMUM EDUCATION / WORK EXPERIENCE
- Bachelor degree in computer science, business administration, or related area preferred + 2 years of progressive relevant experience

--- OR ---
- no bachelor degree BUT proven work experience (4-5 years) in the related industry and experience working with related technologies;

--- OR ---
- new graduates with bachelor's degree in computer science, business administration, or related area preferred

QUALIFICATIONS
- Must love technology
- Must be a quick learner
- Excellent oral and written communication skills
- Strong analytical and problem-solving skills
- Experience using Microsoft (MS) Office, including Word, Excel, PowerPoint,
- Ability to work effectively as part of a team and coordinate team members and system users.
- Ability to interact effectively with individuals at all levels and demonstrate a high level of confidentiality within the position
- Track record of providing excellent customer service
- Must be able to adapt to dynamic work environment
- Ability to prioritize multiple tasks and complete work under pressure of deadlines and resource constraints
- Need to be able to remain calm, focused and extremely customer-oriented at all times and especially during implementations
- Ability to manage day-to-day responsibilities with minimal supervision
- Able to travel to and from office, and to client and partner sites located in the Bay Area
- Ability to obtain criminal record clearance through the Department of Justice
- Be eligible to work in the USA


Additional Qualifications
- experience with SaaS solutions (will discuss during the interview)
- expertise / understanding of object-oriented programming languages
- experience with databases, integration and scripting
- knowledge of ERPs (oracle, netsuite, sap, quickbooks, microsoft dynamics, etc) and CRMs (salesforce, etc)
- working knowledge and understanding of APIs
- A plus to have scripting and/or JAVA / JavaScript background, and node.js
- Web Services experience (SOAP, json, APIs)
- MySQL experience is a plus


COMPENSATION
Starting salary commensurate with experience and is up to USD 50k. It depends on what you bring to the table experience-wise. This position may include benefits such as medical, 401(k), bonus eligibility, and includes vacation, sick time, etc.

CONTACT
Contact us at jobs[[@]]novamodule.com
(to send an email, please copy email above, remove ""[["" and ""]]"" and send us your cover letter and resume)

OR reply to this post via Craigslist


SYSTEMS WE INTEGRATE WITH (NOT A COMPLETE LIST)
API, NetSuite, ShipStation, SkuVault, NetSuite+Oracle, Salesforce, Amazon Seller Central, eBay, GoogleShopping, Jet.com, Rakuten, Sears, NewEgg, Nextag, Shopify, Magento1, Magento2, BigCommerce, ShipStation, various 3PLs,  Amazon FBA, Walmart, Xero, QuickBooksOnline (QBO), Microsoft Dynamics AX, etc.


NOTE: Visa Sponsorship - we do not offer any visa sponsorship at this time. Must be US Citizen OR a Green Card holder to apply.    ",7901 Oakport Street,Total compensation up to 50k (depends on experience)
"Front-end AngularJS Developer (Startup, Part-time Contractor)",https://sfbay.craigslist.org/sby/sof/d/front-end-angularjs-developer/6674775638.html,1534588920000, (sunnyvale),"
        
AppComputing, located in Sunnyvale, is the leading provider for cloud based budgeting application for small medium sized businesses. www.appcomputing.com

We are looking for two stellar software developers to join our team. Prior early stage startup experience is required. If you are tired of your current work and are looking for something new, exciting and challenging, you should contact us for this opportunity. We offers heavy incentives with equity ownership, work from home and flexible schedule. 

Responsibilities

  - Collaborate with Design and Backend developers to create responsive performance web application

  - Transform UI designs and mockups into pages and flows using CSS3

  - Collaborate and help drive utilization of backend services

  - Research and develop new javascript libraries
  
  - Migrate existing UI technology to Angular


Skills and Qualifications

  - Experience developing with Angular 4+ (highly preferred) or Angular 2 framework

  - Experience with TypeScript

  - 5+ years of experience with JavaScript, HTML5, Bootstrap frameworks and CSS3 skills

  - Knowledge of Adobe Flex is a huge plus.

  - BS in Computer Science or equivalent

  - Experience with modular, component-based UI development (Web Components)

  - Knowledge of native DOM and Event API's

  - Knowledge of browser quirks and their remedies

  - Experience building front-end code with server-side technology

  - Familiarity and comfort with command-line applications, source control, testing frameworks and other aspects of developing in large, distributed software teams

  - Knowledge of browser internals like Javascript engines and ways to tune code for best performance
    ",,"Based on qualification, heavy incentives with equity ownership"
"Front End Web Developer - Apple Maps, MapKit JS - 113303817",https://sfbay.craigslist.org/sby/sof/d/front-end-web-developer-apple/6673965614.html,1534505760000, (cupertino),"
        
Changing the world is all in a day's work at Apple. If you love innovation, here's your chance to make a career of it. You'll work hard. But the job comes with more than a few perks.MapKit JS brings Apple Maps to the Web. New at WWDC 2018, this JavaScript library lets any website use Apple Maps to show locations, display search results, provide directions, and more. Our team defines the MapKit JS API and writes all of the code to bring this API to life, which in turn makes Apple Maps available to millions of users around the world. Our team is growing, and we hope to find developers with passion and expertise to help deliver the kind of high-quality interfaces that engineers and users have come to expect from Apple. If you find that details matter, and you love to work with a team that feels the same, our role could be a phenomenal fit for you.  

Key Qualifications: •HTML and CSS expertise •JavaScript programming proficiency, without relying on libraries to accomplish innovative interactions •Experience writing a JavaScript library, either individually or as part of a team •Strong debugging and diagnostic skills •Creative problem solving and critical thinking skills •An understanding of unit tests and regression testing •Experience shipping large scale web applications •Thrives in a dynamic and creative environment

Description: As a software engineer working on the MapKit JS team, your main responsibility will be client side web development for map-related experiences. This role requires JavaScript programming proficiency, plus a solid grasp of the performance and compatibility issues that arise when delivering a comprehensive web solution. Experience writing unit tests, crafting test tools, or setting up regression test suites will be an asset in this role. We are a team that conceptualizes, iterates, and executes new features on an ongoing basis, which contributes to an overall dynamic and creative atmosphere. You'll be working in an energizing environment, making a personal impact on products used by millions of people. While JavaScript experience is a requirement, we're not looking for a minimum number of years in the industry; we simply want to find passionate developers who will bring innovation, enthusiasm, and their own unique perspective to our team.  

Education: BS in Computer Science or equivalent experience  

Additional Requirements: While not necessary for our role, the following skills would be a plus: • WebGL experience • Working knowledge of Node, React, Webpack, Gulp, Grunt, Express, Tape, Sinon, and Chai • Familiarity with geographic information systems Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.     ",,Open
"Manager, Maps Infrastructure - 55538198",https://sfbay.craigslist.org/sby/sof/d/manager-maps-infrastructure/6673964025.html,1534505640000, (cupertino),"
        
Changing the world is all in a day's work at Apple. If you love innovation, here's your chance to make a career of it. You'll work hard. But the job comes with more than a few perks.The Maps team is expanding, and as part of this growth, we are building a world-class developer infrastructure. We are looking for a manager to help lead the development and support of our build pipeline platform. The team consists of software and support engineers with a passion for enabling and empowering developers with fast & reliable build and deploy infrastructure. The right infrastructure, tooling and process can have an inordinate effect on developer happiness and efficiency. This role requires you to solve difficult problems together with a team of extremely knowledgeable and talented people. We're looking for a skilled and passionate person to join this amazing team, if you feel this is you, we'd love to hear from you.  

Key Qualifications: •As a manager on our team, your skillset's will include: •Excellent communication skills •Experience designing, building, and maintaining full stack large-scale applications •Proficient understanding of code versioning tools (e.g. Git, or SVN) •Basic familiarity with networking systems, load balancers, and TCP/IP network constructs. •Knowledge of performance and reliability monitoring strategies •Facility with at least one programing language (Java, Ruby or Python preferred) •Exceptional attention to detail and customer experience •Self-motivated, curious and proactive, with demonstrated creative and critical thinking skills, and an innate drive to improve tools and processes •Flexible and able to deal with ambiguity, address uncertainty and adapt to changing priorities •Willing to work at a very detailed level while still being able to abstract ideas for
communication to cross-functional teams and senior management

Description: Our job is to get fresh code, data, and features into the hands of our users. Success for us means performance, reliability, visibility, repeatability, and customer happiness. Our customers are not only Apple Maps users, but internal developers, operations teams, and feature owners. That's a wide scope and we have lofty goals, so our team must provide continuous improvements while always asking ourselves ""What more can we do to make things better?""

Education: BS or MS in Computer Science or a related field, or equivalent experience.

  

Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.      ",,Open
"Multiple Technical Positions (San Francisco, CA)",https://sfbay.craigslist.org/sfc/sof/d/multiple-technical-positions/6673943492.html,1534504020000,,"
        
Cisco Systems, Inc. is accepting resumes for the following positions in San Francisco, CA: CNG Member Technical Staff  (Ref. #SF571C): Work on bring-up of Linux-based, cloud-managed, networking routers and switches, both physical and virtual machine based. CNG Member of Technical Staff (Ref. #SF671C): Lead a team in the design and development of company's hardware or software products. Travel may be required to various unanticipated locations throughout the United States and/or abroad. CNG Staff (Ref. #SF470C): Support or test LANs, VLANs, VPNs, NAT devices, or DHCP servers. Manager, Software Development (Ref. #SF261C): Lead a team in the design and development of company's hardware or software products. Travel may be required to various unanticipated locations throughout the United States and/or abroad. Test Engineer (Ref. #SF409C): Work with development, product management, and customer success teams on quality and reliability decisions. Product Manager (Ref. # SF118C): Provide new product and on-going engineering for a specific product or group of products from pre-concept commit through end of life. Telecommuting permitted.

Please mail resumes with reference number to Cisco Systems, Inc., Attn: G51G, 170 W. Tasman Drive, Mail Stop: SJC 5/1/4, San Jose, CA 95134.  No phone calls please.  Must be legally authorized to work in the U.S. without sponsorship.  EOE.  
www.cisco.com
    ",,TBD
Code Coach (Arduino) at theCoderSchool Fremont,https://sfbay.craigslist.org/eby/sof/d/code-coach-arduino-at/6673735490.html,1534491240000, (fremont / union city / newark),"
        
Who We Are
----------------
theCoderSchool is an after-school drop-off program for kids learning to code. We provide a fun, energetic, and inspirational environment to bring out that inner hacker in all kids! The future will be ever more dependent on technology so let's get our young generation ready. Learn to Code, Change the World.

http://fremont.thecoderschool.com

Job Summary
-----------------
theCoderSchool is looking for passionate Code Coaches to teach our next generation how to change the world! 
You will meet incredible kids, teach them how to code - and how to think like a coder - and be rewarded with an amazing experience. 

This is a part-time position for anywhere from 2-15 hours/week (same times weekly), depending on your schedule and availability.

These hours can generally be sometime between 3-8pm weekdays and 10am-5pm on Saturday and Sunday.


Responsibilities
-------------------
A Code Coach is a mentor who teaches kids how to code. At theCoderSchool, we have three basic teaching styles - your assignment will depend on schedule, ability, and desire.

1. Private and Semi-Private Tutoring. One-on-one or one-on-two coding lessons for kids. Younger kids will be taught in Scratch or Snap, while older kids gravitate towards more advanced platforms. The kids will generally create projects that you decide with them, and generally follow our curriculum.

2. Code Coaching Plus. Our more experienced Code Coaches will manage a team of kids who will collaborate to create a project together. Requirements, design, iterations - similar to a real development but with more fun team challenges and activities mixed in.

3. Code Class. Traditional curriculum based classes with a larger student to teacher ratio, where all students follow a set specific curriculum.

This position rocks because you will:
• Meet, mentor, and grow amazing kids who are ready to be our next generation of coders!
• Meet and communicate with parents - many of whom will be techies themselves, who work at some of the best companies and startups in the Bay Area.
• Give back to the community and help grow our next generation by sharing your knowledge of technology
• Have the flexibility to teach what you're most comfortable with, and learn new things along the way

Requirements
-----------------
What do we want from you? Read on.

• PASSION. All caps! This is all about giving back to the kids. We need to see goose bumps when your student ROCKS a code challenge.

• Great Communicator. There will be plenty of chatting with parents, and of course patience is a virtue when it comes to kids!

• Street Cred. Our college-level Code Coaches will have Comp Sci or Engineering or similar major at a nearby accredited school. Our Veteran Code Coaches will have relevant industry experience.

• Coding Skills. Strong grasp of general technologies, proficient coder and uber-logical thinker. General knowledge of hardware prototyping using Arduino or similar, 3D printing and robotics are most helpful. Deep technical skills aren't required - we prefer you communicate well and find answers along with students than know everything upfront.


Sounds awesome? Send us a message with your cover letter and Resume.    ",,Based on Experience
Crypto Startup Seeking Interns,https://sfbay.craigslist.org/pen/sof/d/crypto-startup-seeking-interns/6673661945.html,1534487400000, (menlo park),"
        
Subspace Labs is building a decentralized cloud database stored on end-user devices.  Like Google Firebase, but decentralized and stored across people's phones, tablets, and computers. Our mission is to make it easy for developers to build decentralized apps so that users can own their data, and the Internet can work without having to rely on servers, data centers, and tech monopolies.

Visit our website to learn more:  https://www.getsubspace.io

Applicants are strongly encouraged to read the white paper:  https://subspace.github.io/paper

We are seeking interns who are still in school or recently graduated to assist with:

1) Front-end website design (HTML/CSS/JS)
2) Community Management & Developer Outreach
3) Core protocol development (if solid JS skills plus experience with blockchain and cryptography)

We are mostly a distributed team but have a small office in downtown Menlo Park. Applicants must be local and able to work from the office.

Compensation will be in the form of network tokens and/or equity.

Please reply via e-mail with the following

1) Summary of your familiarity with crypto/decentralized/blockchain protocols, as a developer or user.
2) What areas you feel that you can best assist with, or would like to assist with.
3) Links to LinkedIn, GitHub, personal website, or any relevant portfolios.
    ",El Camino Real at Santa Cruz,Equity and/or tokens
Application Engineers,https://sfbay.craigslist.org/sby/sof/d/application-engineers/6673572495.html,1534482900000, (san jose south),"
        
Application Engineers - Proplus Design Solutions, San Jose (1)Job#1: Modeling/simulation/ verification/design, MSEE; (2)Job#2: Pre-Sale/Post-Sale Support for modeling/characterization, MSEE/MSCE.    ",2025 Gateway Place,TBD
SQA Analyst- Work with fabulous people at a 5-star credit union,https://sfbay.craigslist.org/pen/sof/d/sqa-analyst-work-with/6673515837.html,1534480080000, (redwood shores),"
        

	
		
			
			
		
		
			
				
				

Why Provident

Provident Credit Union is member-owned, trusted, financially sound, technologically advanced, and provides ""world class"" value, convenience, products and services to all members. We are headquartered in Redwood Shores, CA and have 17 branches located throughout the San Francisco Bay Area, and Folsom.

Job Summary

The Software Quality Assurance Analyst will work with dynamic and hard-working teams to help improve the quality of software developed for core business applications and digital services. Works closely with business analysts, developers, product management, customer service and other internal groups to proactively seek product information, develop in depth test plans, derive practical use cases, and author appropriate test cases. Prepares complex data sets to test logic, error handling and system workflows.


Tests the most complex features of new software releases using pre-defined test plans and scripts to identify defects. Documents results and uses designated systems and tools to track outcomes. Performs follow-up rounds of testing as needed. Performs functional black and white box testing and test automation where applicable. Develops and maintains the test automation framework.

Job Duties


	Conduct functional-level testing including both GUI and back-end tests. 
	Collaborate with cross-functional teams and stakeholders to understand the requirements and translate them into actionable and measurable tasks to ensure timely and effective testing for product releases.>
	Coordinate and lead efforts for cross functional testing and/or integration tasks on a project basis.
	Develop and/or maintain test scripts for GUI (Wed Based and Java based standalone application) and back-end automation.
	Writes and maintains test automation scripts, processes and procedures.
        Develops quality assurance standards.
	Advises development team members on quality concerns.
	Supports design and development practices.
        Defines and tracks quality assurance metrics such as defect densities and open defect counts.
	Perform qualitative and/or quantitative tests/evaluations of products, processes, equipment, and systems to support validation requirements.



Education/Training


	Degree in Computer Science, Systems Engineering or minimum 5 years equivalent work experience in testing or programming.
        



Required Skills


	5+ year's software testing experience. 
	3+ year's test automation software experience.
	Experience in both white and black box testing, performance/load testing web apps.
	Experience with testing web-based and java-based standalone applications.
	Experience developing test plans, designing, implementing, executing and analyzing test cases, writing bug reports, and assessing risk.
        Familiarity with defect-tracking software and processes including but not limited to Selenium (browser based applications), IBM's RFT, HP QPT, Micro Focus (HPE) UFT and Appium.
	Familiarity with C# and .Net application programming.
        Experience with multi-tiered web technologies including web servers and application servers. 
	Must have a working knowledge of quality assurance methodologies.
        Familiar with Microsoft environments, products and testing methodologies and automation tools. 
	Proven track record working with development teams to perform quality assurance assignments.
        Familiarity with GUI standards a plus.
	Experience in GUI automation tools is a plus.
        Must have adequate mastery of the English language in order to convey meaning verbally and in written documents in the form of manuals, policies and day-to-day internal communications with colleagues, vendors and staff.
	Possess ability to articulate complex technical information/issues (e.g. architecture/design errors) to team in clear concise manner (written and verbal).




				APPLY NOW >>
				
				

Compensation and Benefits


	Fully paid health insurance premiums
	Quality medical, dental and vision care coverage
	401(k) retirement plan with matching employer contributions
	Strong commitment to investing in your career and educational advancement by offering up to 100% tuition reimbursement for approved courses.
	Bi-Annual Profit-Sharing Incentive Plan
	Employee Referral Bonuses
	Generous paid time off and paid holidays
	Flexible spending accounts
	Short and long-term disability coverage
	Life and AD&D insurance
	Provident membership
	Rate discount on home and auto loans
	In-house training
	And much more!



				APPLY NOW >>
				
				
				
				
			
		
	


	
		
			
				

Equal Opportunity Employer


 
    ",303 Twin Dolphin Drive,"$90,000+/year based on experience"
Senior C/C++ Programmer,https://sfbay.craigslist.org/nby/sof/d/senior-c-programmer/6673492007.html,1534478880000, (santa rosa),"
        
We are a California Company that has been in business for over 35
years and provide computer-based solutions for the clinical laboratory market. These
solutions allow clinical laboratories to streamline their process flow and
automate data collection and reporting. We also have expertise in
connecting with other systems such as reference laboratories, HIS Systems, EMR,
Billing Systems and Practice Management Systems, notably using HL-7.

Comp Pro Med, Inc. is looking for an energetic and dynamic individual to expand
its programming department.

This is a permanent, full time, in-office position.

Our future colleague should be an a quick learner with the ability to pick up new
ideas, be detail oriented and code quickly and easily. They should also be an excellent problem
solver, applying their knowledge to troubleshoot, diagnose, and solve unique and
challenging problems in a timely fashion. The candidate will also be comfortable
and clear in expressing technical ideas and problems to non-technical individuals.

The successful candidate will be working in a small team where their impact will
be immediately felt.

Responsibilities:
- Forward development and maintenance of the existing Windows code base.

Minimum Requirements:
- Clear, concise, and excellent communication skills.
- Bachelor's degree in Computer Science.
- Minimum 3 years experience.
- Quick learner.
- Phone Skills
- Independent starter.
- Problem Solver.
- Command of C/C++    ",,60k-85k
Technical Autonomous Vehicle Trainer,https://sfbay.craigslist.org/sfc/sof/d/technical-autonomous-vehicle/6673455110.html,1534477020000, (SOMA / south beach),"
        
We're the driverless car company. We're building the world's best autonomous vehicles to safely connect people to the places, things, and experiences they care about.
 
Our vehicles are on the road in California, Arizona, and Michigan navigating some of the most challenging and unpredictable driving environments. We're looking for people who want to solve some of today's most complex engineering challenges and make a positive impact.
 
We are looking for Autonomous Vehicle-Trainers to help us test and improve the performance of our driverless cars! You should have strong attention to detail along with an excellent driving record. Professionalism and sound judgment are required at all times, as well as the ability to work in a team setting. You'll be expected to keep certain project details confidential.
 
We're looking for people to join us in a contract position starting immediately, expected to last a year and possibly longer. Pay starts at $23 per hour.

Monday - Friday
4:00pm - 12:00am (midnight)

or

Saturday - Sunday 10:00am - 6:00pm
+
Days during the week 4:00pm - 12:00am (midnight)
Total Hours = 40

**APPLY at getcruise.com/careers and search for the ""Autonomous Vehicle Trainer"" position to submit your resume**
 
Responsibilities:
Working in teams, taking turns between (i) driving (some manual driving but primarily monitoring the vehicle's behavior in autonomous mode and taking over when necessary), (ii) software monitoring and logging responsibilities and (iii) providing remote assistance
Troubleshooting in the field to complete projects
Complete driving reports, procedures, and tests in order to collect data for the engineering team
Writing detailed reports for engineers based on the car's performance
Ability to recognize and track issues in software
Testing other aspects of our driverless cars
Ad hoc projects as needed

Requirements:
1-3 years previous work experience
Technical computer skills
Licensed to drive a motor vehicle for the three years immediately preceding your application and currently hold an active California driver's license
Clean driving record and excellent driving skills
Clean background check and drug screen
Able to drive and/or spend time sitting in the car for 6-7 hours per day, 5 days a week
Ability to focus on monitoring software in a moving vehicle
Ability to keep calm and perform well under pressure
Impeccable written and verbal communication skills
Enthusiasm for driverless cars!

Bonus Points:
Military experience
Bachelor's degree (or relevant QA / Operations experience)
Defensive drivers training (Smith Systems, etc.)
Route/Delivery experience

Perks:
Solve difficult problems that have immediate and valuable real-world applications
Catered lunch, snacks, etc.

This position is full-time employment with our contingent workforce partner, paying $23/hour and offering benefits, 401(k), and paid time off.

**APPLY at getcruise.com/careers and search for the ""Autonomous Vehicle Trainer"" position to submit your resume**
 
GM Cruise LLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. In addition to federal law requirements, GM Cruise LLC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
 
 

    ",1201 Bryant St.,23/hr
Data modeler and cloud architect,https://sfbay.craigslist.org/sby/sof/d/data-modeler-and-cloud/6672105532.html,1534329720000, (South Bay),"
        
Digital energy start-up part of a Fortune 500 company seeks a senior software developer with broad and flexible skills to work on our home energy management system platform. The person must bring creativity, passion and dedication to our engineering team. The right individual will be nimble and responsive to our evolving and exciting environment and have broad experience in data modeling, cloud infrastructure, web development, API development and security. You will have the opportunity to help shape the evolution of our company. The individual will work with product managers and App development engineers to define the optimal data structure and implement the cloud infrastructure in our AWS/Azure environment with a heavy reliance on external API data for the purposes of energy monitoring and control of connected homes with solar, batteries and smart appliances.
DESIRED SKILLS & EXPERIENCE
Technical
 B.S. in Computer Science or related discipline, plus multiple years of work experience in professional software development
 Experience in data modeling principles/methods including conceptual, logical & physical Data Models
 Capable of facilitating data discovery sessions involving business subject matter experts
 Experience in translating/mapping relational data models into Data Base Schemas
 Experience with modeling tools (ERWin and ER/Studio) or UML
 Knowledge of a broad range of cloud-based data store solutions (e.g. SQL Server, Oracle, DB2 / UDB, NoSql, MongoDB, Hadoop, AWS Redshift, etc. )
 Good documentation skills to communicate the architecture to the broader technical team
 Ability to synchronize models to ensure that database structures match models
 Familiar with metadata ingestion and translation
 Knowledge or experience with time-series data and rendering historical data in charts on the web/App
 Core expertise in security, back-up, and recovery
 Knowledge or experience with HTML5 or other similar front-end components
 Experience with system integration and/or working with distributed computing systems in the field
 Experience using and developing REST APIs (JSON)
 Experience with virtualization
 AWS or Azure development experience a must
 Knowledge of network security and related fields

Practical
 Strong inter-personal skills and ability to work as part of a team
 Eagerness to learn about electricity industry
 Flexible, self-motivated, high-functioning team player
 Ability to work closely in small teams and collaborate effectively
 Good programming practices, strive to write great code that is reusable, flexible, and reliable
 Ability to learn quickly, fill knowledge gaps, and innovate

HIRING DETAILS
 Location: San Jose, CA
 Working Environment: Start-up Environment
 Hire Type: Full-time contract role. Conversion to permanent position with demonstrated performance.

Required minimum experience:
 Developer: 4 years    ",,negotiable
